,cell_type,MYH7,MYH2,PAX7,PDGFRA,COL1A1,FABP4,CD68,PECAM1,TGFB1,IL6,TNF,MSTN,UTRN,TTN,ACTA1,GENE_0000,GENE_0001,GENE_0002,GENE_0003,GENE_0004,GENE_0005,GENE_0006,GENE_0007,GENE_0008,GENE_0009,GENE_0010,GENE_0011,GENE_0012,GENE_0013,GENE_0014,GENE_0015,GENE_0016,GENE_0017,GENE_0018,GENE_0019,GENE_0020,GENE_0021,GENE_0022,GENE_0023,GENE_0024,GENE_0025,GENE_0026,GENE_0027,GENE_0028,GENE_0029,GENE_0030,GENE_0031,GENE_0032,GENE_0033,GENE_0034,GENE_0035,GENE_0036,GENE_0037,GENE_0038,GENE_0039,GENE_0040,GENE_0041,GENE_0042,GENE_0043,GENE_0044,GENE_0045,GENE_0046,GENE_0047,GENE_0048,GENE_0049,GENE_0050,GENE_0051,GENE_0052,GENE_0053,GENE_0054,GENE_0055,GENE_0056,GENE_0057,GENE_0058,GENE_0059,GENE_0060,GENE_0061,GENE_0062,GENE_0063,GENE_0064,GENE_0065,GENE_0066,GENE_0067,GENE_0068,GENE_0069,GENE_0070,GENE_0071,GENE_0072,GENE_0073,GENE_0074,GENE_0075,GENE_0076,GENE_0077,GENE_0078,GENE_0079,GENE_0080,GENE_0081,GENE_0082,GENE_0083,GENE_0084
SATE_0005,Satellite,2.0,3.0,41.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,5.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0
SATE_0006,Satellite,1.0,1.0,52.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0
SATE_0007,Satellite,3.0,3.0,40.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,0.0,5.0,6.0,0.0,3.0,0.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0
SATE_0008,Satellite,0.0,2.0,46.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,4.0,2.0,3.0,5.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
SATE_0009,Satellite,0.0,2.0,44.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,1.0,0.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0
SATE_0010,Satellite,4.0,0.0,49.0,9.0,3.0,0.0,3.0,0.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,2.0,4.0,0.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0
SATE_0011,Satellite,1.0,1.0,49.0,0.0,5.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,5.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0
SATE_0012,Satellite,0.0,1.0,36.0,6.0,2.0,2.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,2.0,0.0,6.0,5.0,3.0,2.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0
SATE_0013,Satellite,1.0,3.0,55.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,7.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,6.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,0.0,3.0,6.0,2.0,2.0,3.0,0.0,1.0,1.0
SATE_0014,Satellite,3.0,2.0,48.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,1.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,4.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,0.0,4.0,2.0,6.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0
SATE_0015,Satellite,6.0,2.0,50.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0
SATE_0016,Satellite,0.0,4.0,46.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,6.0,1.0,2.0,3.0,0.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0
SATE_0017,Satellite,1.0,3.0,52.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,5.0,7.0,0.0,0.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,6.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0
SATE_0018,Satellite,3.0,0.0,39.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,5.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0,0.0,2.0
SATE_0019,Satellite,1.0,4.0,49.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,3.0,0.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0
SATE_0020,Satellite,0.0,2.0,50.0,1.0,3.0,1.0,2.0,4.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,0.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,3.0
SATE_0021,Satellite,4.0,0.0,50.0,0.0,4.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,7.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0
SATE_0022,Satellite,1.0,2.0,43.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0,5.0,4.0,6.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0
SATE_0023,Satellite,3.0,4.0,42.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,6.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0
SATE_0024,Satellite,5.0,1.0,51.0,6.0,7.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,6.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0
SATE_0025,Satellite,2.0,5.0,49.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,9.0,3.0,2.0,2.0,3.0,1.0
SATE_0026,Satellite,3.0,5.0,37.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0,2.0,5.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,5.0,3.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0
SATE_0027,Satellite,2.0,2.0,51.0,5.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,5.0,2.0,1.0,2.0,5.0,1.0,0.0,6.0,3.0,0.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0
SATE_0028,Satellite,1.0,4.0,37.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,7.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,8.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,3.0,3.0
SATE_0029,Satellite,2.0,3.0,42.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,3.0,3.0,0.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,7.0,1.0,2.0,3.0,1.0,0.0,4.0,5.0,4.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,5.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0
SATE_0030,Satellite,1.0,1.0,39.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,6.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,6.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,6.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0
SATE_0031,Satellite,0.0,5.0,53.0,3.0,0.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,3.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,7.0,1.0,4.0,3.0,2.0,2.0,3.0,0.0,4.0
SATE_0032,Satellite,5.0,3.0,45.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,4.0,1.0,4.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0
SATE_0033,Satellite,3.0,3.0,52.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,5.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,6.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0
SATE_0034,Satellite,0.0,0.0,51.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,0.0,6.0,4.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,5.0,3.0,0.0,0.0,3.0,2.0,7.0,2.0,3.0,1.0,1.0,4.0,0.0,5.0,2.0,0.0,3.0,6.0,2.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0
SATE_0035,Satellite,2.0,2.0,47.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,6.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0
FAP__0001,FAP_fibrotic,1.0,2.0,2.0,42.0,44.0,3.0,3.0,3.0,45.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,0.0,5.0,4.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0
